Date,Time,Hour,Minute,Second,Air Temp [C],TAS [m/s],Pres Alt [m],.03mm,.05mm,.07mm,.09mm, .11mm,.13mm,.15mm,.17mm,.20mm,.24mm,.28mm,.32mm,.36mm,.40mm,.44mm,.48mm,.55mm,.65mm,.75mm,.85mm,.95mum,1.1mm,1.3mm,1.5mm,.7mm,1.9mm,22.5mm,27.5mm
427,37888,10,31,28.16,5.4732,88.704,1346.8,89300,1.06e+05,1.58e+05,2.1e+05,1.74e+05,86100,34200,0,16800,16600,0,0,0,0,0,0,0,2910,0,0,0,0,1210,0,0,0,392,0
427,37905,10,31,45.16,5.4,87.573,1347.1,90500,18000,1.25e+05,1.77e+05,2.11e+05,69800,17300,68800,0,8390,0,0,0,0,0,0,0,0,0,0,0,0,1230,0,0,0,0,0
427,37925,10,32,5.16,5.2902,87.542,1346.4,1.09e+05,1.08e+05,89200,88500,70300,0,1.04e+05,1.03e+05,17000,0,8280,8170,8060,0,7860,0,0,0,0,0,0,0,0,1170,0,0,0,0
427,37948,10,32,28.16,5.3333,87.357,1345.1,90700,1.44e+05,1.61e+05,1.77e+05,1.06e+05,87500,52100,69000,17100,16800,16600,0,0,0,0,0,0,0,2860,0,0,1300,0,0,0,0,0,0
427,37953,10,32,33.16,5.2822,87.898,1346.2,90100,2.15e+05,1.07e+05,1.23e+05,70000,52200,69000,34300,42400,33500,16500,8140,8030,0,0,0,0,2930,0,0,0,0,1230,0,0,0,0,0
427,37968,10,32,48.16,5.6282,87.256,1344.3,1.09e+05,1.8e+05,1.97e+05,88800,1.59e+05,1.58e+05,1.91e+05,69100,94000,16800,16600,0,0,0,0,0,0,0,2870,0,0,1300,0,0,0,0,0,0
427,37975,10,32,55.16,5.3761,87.006,1346.8,36400,1.63e+05,71800,1.6e+05,70800,2.81e+05,17400,1.56e+05,77100,8450,0,8220,0,8010,0,0,0,0,0,0,0,0,0,0,0,1080,0,0
427,37980,10,33,0.16,5.4427,87.008,1346,72900,1.27e+05,1.97e+05,2.49e+05,2.3e+05,2.28e+05,2.44e+05,69300,77100,59100,25000,8220,0,0,0,0,0,0,0,0,0,0,0,1180,0,0,0,0
427,37982,10,33,2.16,5.3851,86.877,1345.4,1.46e+05,2.17e+05,2.16e+05,1.61e+05,1.77e+05,3.52e+05,2.62e+05,1.91e+05,77200,16900,8350,8230,0,0,0,0,0,0,0,0,0,1310,0,0,0,0,0,0
427,37984,10,33,4.16,5.3978,86.33,1343.6,1.47e+05,1.82e+05,1.09e+05,2.87e+05,2.5e+05,3.01e+05,1.76e+05,2.44e+05,1.3e+05,51100,8400,0,0,0,7970,0,6160,0,0,0,0,1310,0,0,0,0,0,0
427,37987,10,33,7.16,5.2857,86.679,1344,1.28e+05,1.81e+05,1.08e+05,3.76e+05,4.97e+05,3.53e+05,2.8e+05,1.74e+05,94600,50900,25100,8250,0,0,0,0,3070,0,0,0,2730,1310,0,0,0,0,0,0
427,37988,10,33,8.16,5.2893,86.467,1343.5,2.02e+05,2.18e+05,1.08e+05,3.41e+05,4.45e+05,3.71e+05,1.23e+05,1.92e+05,60300,25500,8390,0,0,0,15900,0,3070,0,0,2810,0,0,0,1190,0,0,0,0
427,37992,10,33,12.16,5.3201,86.053,1342.8,1.66e+05,1.83e+05,2.54e+05,2.34e+05,4.29e+05,3.91e+05,2.29e+05,87500,43300,34200,0,8310,8200,0,7990,0,0,0,0,0,0,0,1250,0,0,0,0,0
427,38006,10,33,26.16,5.3053,87.105,1346.4,2.73e+05,3.97e+05,3.76e+05,5.87e+05,9.01e+05,6.14e+05,5.05e+05,2.25e+05,1.03e+05,0,16600,0,8100,8000,0,0,3050,5920,0,0,2710,1300,0,0,0,0,0,0
427,38023,10,33,43.16,5.3859,86.326,1345.7,3.49e+05,4.56e+05,8.32e+05,7e+05,4.46e+05,2.66e+05,2.99e+05,3.49e+05,1.12e+05,51100,0,16600,0,0,0,0,0,0,0,5630,0,1310,0,0,0,0,0,0
427,38025,10,33,45.16,5.25,87.767,1345.3,3.61e+05,6.45e+05,6.58e+05,7.24e+05,4.03e+05,4.53e+05,2.94e+05,1.89e+05,76400,8380,0,8150,0,0,0,15500,0,0,0,0,0,1290,0,0,0,0,0,0
427,38041,10,34,1.16,5.2983,87.743,1349.1,5.6e+05,3.76e+05,3.56e+05,4.95e+05,5.44e+05,3.13e+05,1.56e+05,1.2e+05,59500,0,0,0,0,0,0,0,0,0,0,0,0,1290,0,0,0,0,0,0
427,38049,10,34,9.16,5.4329,88.747,1348.1,5e+05,6.38e+05,8.62e+05,1.1e+06,3.99e+05,1.21e+05,85500,1.53e+05,1.51e+05,33100,16300,0,7950,15700,7750,0,0,0,0,0,0,1280,0,0,0,0,0,0
427,38050,10,34,10.16,5.4453,88.357,1346.6,3.59e+05,4.27e+05,7.78e+05,9.12e+05,3.14e+05,1.9e+05,1.55e+05,1.71e+05,1.35e+05,33300,0,0,7990,0,7780,7690,0,0,0,0,0,0,1220,0,0,0,0,0
427,38054,10,34,14.16,5.2132,89.224,1347.6,2.31e+05,3.35e+05,5.43e+05,4e+05,4.14e+05,1.88e+05,1.7e+05,2.03e+05,1e+05,24700,8130,0,0,0,0,0,0,0,2800,0,0,1270,0,0,0,0,0,0
427,38078,10,34,38.16,5.3236,89.023,1349.3,1.07e+05,3e+05,2.46e+05,1.92e+05,1.21e+05,2.4e+05,1.53e+05,50800,50200,16500,0,0,0,0,0,0,2980,0,0,0,0,1270,0,0,0,0,0,0
427,38079,10,34,39.16,5.3182,89.078,1349.6,3.2e+05,2.65e+05,2.45e+05,2.09e+05,1.73e+05,1.37e+05,1.53e+05,50700,33500,8250,0,0,0,0,0,0,0,0,0,0,0,1270,0,0,0,0,0,0
427,38083,10,34,43.16,5.4698,88.63,1349,89400,1.77e+05,2.11e+05,1.57e+05,1.39e+05,2.24e+05,1.71e+05,85000,42100,0,8180,8070,7970,0,0,0,0,0,0,0,0,1280,0,0,0,0,0,0
427,38090,10,34,50.16,5.3188,89.372,1349.5,1.24e+05,2.29e+05,1.57e+05,1.56e+05,1.72e+05,51300,67900,16900,33400,8230,0,0,0,0,0,7600,0,0,0,0,0,0,1210,0,0,0,0,0
427,38097,10,34,57.16,5.3433,89.229,1347.7,1.95e+05,2.29e+05,1.23e+05,1.74e+05,1.72e+05,3.08e+05,1.53e+05,84400,16700,0,8130,0,0,0,0,15200,0,0,0,0,0,0,0,0,1100,0,0,0
427,38103,10,35,3.16,5.4763,88.631,1346.6,1.79e+05,1.77e+05,1.41e+05,2.1e+05,2.08e+05,86200,68500,85000,8410,0,0,0,7970,0,0,0,0,0,0,0,0,1280,0,0,0,0,0,0
427,38108,10,35,8.16,5.3682,88.496,1347.1,1.25e+05,2.84e+05,2.47e+05,2.8e+05,3.48e+05,2.24e+05,1.37e+05,51100,33700,8310,8190,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,0,0,0
427,38118,10,35,18.16,5.2839,87.723,1346.7,1.99e+05,1.97e+05,2.49e+05,4.42e+05,4.04e+05,69700,1.38e+05,51500,34000,67000,0,0,0,0,0,0,3030,0,0,2770,0,0,0,0,1120,0,0,0
427,38121,10,35,21.16,5.3665,86.766,1346.8,54800,2.18e+05,1.98e+05,2.68e+05,2.13e+05,1.06e+05,1.57e+05,86800,25800,16900,0,0,0,0,0,0,0,0,0,0,0,0,0,1180,0,0,0,0
427,38130,10,35,30.16,5.252,87.595,1342.6,90500,1.26e+05,4.81e+05,5.13e+05,1.93e+05,1.74e+05,1.39e+05,1.03e+05,42500,0,24800,0,0,7950,0,0,0,0,0,0,0,0,0,0,0,0,0,721
427,38131,10,35,31.16,5.2854,87.535,1341.9,2.53e+05,3.77e+05,4.46e+05,6.91e+05,3.52e+05,2.27e+05,1.21e+05,17200,17000,16800,16600,0,0,7960,0,0,0,0,0,0,0,0,0,0,0,0,0,361
427,38137,10,35,37.16,5.2866,87.914,1337,2.7e+05,3.58e+05,5.33e+05,7.41e+05,5.43e+05,1.39e+05,2.42e+05,1.2e+05,25400,0,0,0,0,0,0,0,0,0,0,0,0,1290,0,0,0,0,0,0
427,38140,10,35,40.16,5.2842,88.19,1334.8,2.34e+05,1.78e+05,2.66e+05,6.68e+05,6.63e+05,3.29e+05,3.61e+05,1.02e+05,76100,25000,8220,0,0,0,0,7700,3010,0,2840,0,0,1290,0,0,0,0,0,0
427,38147,10,35,47.16,5.2986,88.014,1334.3,2.34e+05,4.47e+05,4.79e+05,6.87e+05,6.64e+05,3.99e+05,3.1e+05,1.37e+05,50800,0,16500,0,0,0,0,15400,0,0,2840,0,0,1290,0,0,0,0,0,0
427,38171,10,36,11.16,5.0002,89.263,1367,2.13e+05,3.7e+05,7.52e+05,7.12e+05,4.31e+05,2.91e+05,3.06e+05,1.69e+05,66800,8240,16200,0,0,0,0,0,0,0,0,2720,0,0,0,0,0,0,0,354
427,39988,11,6,28.16,5.0452,88.275,1350.5,5.74e+05,9.8e+05,5.48e+05,2.99e+05,1.22e+05,1.56e+05,1.03e+05,34100,33800,25000,8210,0,0,0,0,0,0,0,0,0,0,0,1220,0,0,0,0,0
427,39998,11,6,38.16,5.1143,89.69,1304.4,5.48e+05,8.42e+05,3.83e+05,2.42e+05,1.54e+05,85200,84600,67200,41600,16400,24300,7980,0,0,0,0,0,0,2790,0,0,1260,0,0,0,0,0,0
427,40001,11,6,41.16,5.353,89.903,1289.4,4.58e+05,8.4e+05,3.3e+05,2.93e+05,85600,1.19e+05,50600,50300,49700,0,0,0,0,7750,0,0,0,0,0,0,0,0,0,0,0,1040,0,0
427,40015,11,6,55.16,5.6919,89.891,1252,5.11e+05,8.92e+05,7.64e+05,2.07e+05,2.4e+05,85000,67500,83800,8290,0,16100,7960,0,7750,0,0,0,0,2780,0,0,0,1200,0,0,0,0,0
427,40020,11,7,0.16,5.7121,89.298,1243.7,4.26e+05,5.64e+05,6.65e+05,1.04e+05,1.55e+05,3.08e+05,68000,67500,50100,24700,0,8010,0,0,0,0,0,2890,0,2720,0,0,0,1150,0,0,0,0
427,40023,11,7,3.16,5.7288,89.214,1235.4,5.68e+05,6.88e+05,7.88e+05,2.78e+05,2.07e+05,2.06e+05,1.7e+05,50700,91900,8240,0,0,0,0,0,0,0,0,0,2720,0,2540,0,0,0,1050,0,0
427,40025,11,7,5.16,5.7803,89.324,1229.2,3.19e+05,5.28e+05,3.5e+05,4.17e+05,2.76e+05,1.2e+05,1.19e+05,1.01e+05,66800,0,16200,0,0,0,0,0,0,5770,0,0,0,1270,0,0,0,0,0,0
427,40030,11,7,10.16,5.9376,89.416,1213.2,4.79e+05,8.44e+05,5.59e+05,2.6e+05,1.89e+05,1.54e+05,1.87e+05,1.01e+05,66700,24700,8110,8000,0,0,0,0,0,0,2800,0,0,0,0,1150,0,0,0,0
427,40033,11,7,13.16,5.9879,89.802,1202.7,3e+05,5.61e+05,4.35e+05,2.93e+05,2.23e+05,1.19e+05,67600,33600,49800,8190,0,0,0,0,7660,7560,0,0,0,0,0,1260,0,0,0,0,0,0
427,40041,11,7,21.16,6.2207,89.535,1179.6,3.54e+05,4.74e+05,5.23e+05,2.94e+05,1.89e+05,1.71e+05,1.19e+05,84100,41600,0,8100,7990,0,0,0,7580,2970,0,0,0,0,1270,0,0,0,0,0,0
427,40052,11,7,32.16,6.3889,89.084,1156.2,2.13e+05,3.36e+05,4.38e+05,3.13e+05,1.21e+05,1.37e+05,51100,50700,41800,16500,16300,0,7920,0,0,0,0,0,0,0,0,1270,0,0,1100,0,0,0
427,40056,11,7,36.16,6.4695,89.074,1146.4,3.2e+05,4.94e+05,5.43e+05,4.87e+05,1.9e+05,1.54e+05,1.36e+05,1.35e+05,41800,8250,0,0,7930,0,0,0,2980,0,0,0,0,1270,0,0,0,0,0,0
427,40059,11,7,39.16,6.4236,89.861,1137.3,2.12e+05,3.5e+05,5.39e+05,3.62e+05,1.54e+05,1.87e+05,84400,33500,24900,8180,0,7960,0,7750,0,0,0,0,2780,0,0,0,1200,0,0,0,0,0
427,40063,11,7,43.16,6.529,89.522,1128.6,53100,2.11e+05,3.49e+05,2.6e+05,2.92e+05,2.39e+05,1.86e+05,1.18e+05,25000,16400,0,0,0,0,7680,7590,2970,0,0,0,0,2530,0,0,0,0,0,0
427,40070,11,7,50.16,6.5686,89.236,1113.9,53300,1.76e+05,2.1e+05,2.08e+05,69000,1.54e+05,51000,67500,0,24700,0,8020,0,0,0,0,0,0,0,0,0,1270,0,0,0,0,0,0
427,40071,11,7,51.16,6.5704,89.335,1111.5,71000,2.11e+05,1.05e+05,2.78e+05,1.03e+05,1.03e+05,1.02e+05,50600,16700,8230,0,0,0,0,0,0,0,0,0,0,0,1270,0,0,0,0,0,0
427,40074,11,7,54.16,6.6667,88.602,1106.1,1.07e+05,1.95e+05,2.82e+05,1.57e+05,2.43e+05,51700,2.23e+05,68000,92500,8300,8180,0,0,0,0,0,0,0,0,2740,0,1280,0,0,0,0,0,0
427,40079,11,7,59.16,6.6841,88.096,1095.5,1.26e+05,1.43e+05,1.42e+05,1.94e+05,1.4e+05,1.21e+05,51700,1.03e+05,33800,0,8230,0,0,7910,0,7710,0,0,0,0,0,1290,0,0,0,0,0,0
427,40080,11,8,0.16,6.7054,87.916,1093.9,72100,53700,1.07e+05,70500,1.4e+05,1.04e+05,51800,85700,17000,16700,0,8140,0,0,0,0,0,0,0,0,0,0,0,1170,0,0,0,0
427,40095,11,8,15.16,6.7596,86.368,1081.9,2.75e+05,2.37e+05,72300,2.51e+05,1.96e+05,1.24e+05,35100,69800,8630,8510,8400,0,0,0,0,0,3080,0,0,0,0,0,0,0,1130,0,0,0
427,40116,11,8,36.16,6.8256,88.394,1081.3,1.61e+05,1.78e+05,88300,1.05e+05,69600,17300,0,34100,16900,0,8200,8090,0,7880,0,0,0,0,0,0,0,1280,0,0,0,0,0,0
427,40126,11,8,46.16,6.8449,85.288,1085.1,1.49e+05,1.84e+05,2.2e+05,90900,1.26e+05,1.25e+05,1.42e+05,70700,52400,8620,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0
427,40127,11,8,47.16,6.8517,84.836,1085.3,2.24e+05,1.85e+05,92000,1.46e+05,1.81e+05,2.52e+05,1.07e+05,1.42e+05,96700,17300,8550,0,0,0,8110,16000,0,0,0,0,0,1340,0,0,0,0,0,0
427,40159,11,9,19.16,7.0105,82.072,1093.8,2.9e+05,3.07e+05,4e+05,3.21e+05,2.81e+05,1.12e+05,1.11e+05,91800,36300,8960,0,8720,0,0,0,0,3240,0,0,0,0,0,0,0,1190,0,0,0
427,40168,11,9,28.16,6.9427,84.731,1093.6,1.12e+05,5.01e+05,2.4e+05,1.46e+05,1.82e+05,54100,53700,17800,26400,8680,0,0,0,0,0,0,0,0,0,0,0,1340,0,0,0,0,0,0
427,40193,11,9,53.16,6.9816,83.946,1092.4,3.4e+05,3.75e+05,2.05e+05,3.32e+05,1.65e+05,1.46e+05,72300,1.08e+05,44400,35000,8640,8520,0,8300,0,0,0,0,0,0,0,1350,0,0,0,0,0,0
427,40202,11,10,2.16,6.8032,82.451,1098.1,2.11e+05,3.43e+05,2.46e+05,2.44e+05,56000,18500,73600,54800,18100,8920,8800,0,0,0,0,0,0,0,0,0,0,1380,0,0,0,0,0,0
427,40205,11,10,5.16,6.9186,82.756,1098.1,1.92e+05,3.42e+05,2.26e+05,1.5e+05,1.67e+05,1.11e+05,73300,36400,18000,17800,8760,8650,0,0,0,0,0,0,0,0,0,0,0,1240,0,1130,420,0
427,40218,11,10,18.16,7.1309,84.385,1082.5,3.76e+05,3.54e+05,2.59e+05,2.57e+05,1.09e+05,72400,71900,17900,35300,26100,17200,8480,8370,0,0,0,3150,0,0,0,0,0,1280,0,0,0,0,0
427,40220,11,10,20.16,7.0791,84.169,1083.3,4.33e+05,2.62e+05,2.41e+05,2.58e+05,1.28e+05,1.27e+05,54100,53700,35400,8730,17200,8500,0,0,0,0,0,3060,0,0,0,0,0,1220,0,0,0,0
427,40223,11,10,23.16,7.0048,84.355,1083.8,4.13e+05,5.04e+05,2.78e+05,1.29e+05,1.82e+05,1.27e+05,1.08e+05,53600,44200,17400,17200,25400,0,8260,8150,0,0,0,0,0,0,0,2550,0,1160,0,0,0
427,40229,11,10,29.16,6.9752,84.474,1086.7,3.19e+05,5.4e+05,3.7e+05,1.47e+05,2.55e+05,1.27e+05,18000,1.07e+05,0,17400,8580,8470,0,0,0,0,0,0,0,0,0,1340,0,0,0,0,0,0
427,40232,11,10,32.16,6.9295,84.447,1090.3,2.63e+05,2.24e+05,3.14e+05,1.47e+05,1.82e+05,72400,1.08e+05,1.43e+05,35300,0,0,0,0,8250,0,0,0,0,0,0,0,0,0,1210,0,0,0,0
427,40267,11,11,7.16,6.66,85.319,1102.6,2.41e+05,3.5e+05,3.84e+05,1.27e+05,2.71e+05,1.07e+05,71100,88300,52400,17200,0,0,0,8170,0,0,3110,0,0,0,0,0,1260,0,0,0,0,0
427,40270,11,11,10.16,6.6356,84.788,1106.1,2.43e+05,3.53e+05,2.03e+05,1.46e+05,1.27e+05,36000,53700,1.07e+05,35200,8670,17100,8440,0,8220,0,8010,0,0,0,0,0,0,0,0,0,0,410,0
427,40271,11,11,11.16,6.6482,84.705,1106.6,1.31e+05,2.97e+05,3.69e+05,1.28e+05,1.45e+05,90200,89600,17800,44000,17400,0,0,0,0,0,8020,0,0,0,0,0,1340,0,0,0,0,0,0
427,40280,11,11,20.16,6.8514,85.817,1087.1,1.85e+05,2.57e+05,1.64e+05,1.08e+05,1.61e+05,71200,53000,35100,26100,0,0,0,0,8120,0,0,3100,0,0,5660,0,1320,0,0,0,0,0,0
427,40285,11,11,25.16,7.0536,86.551,1070.7,2.56e+05,2.54e+05,1.62e+05,1.25e+05,2.31e+05,1.41e+05,1.05e+05,17400,17200,25500,8380,0,0,0,0,0,0,2980,0,0,0,1310,0,0,0,0,0,0
427,40288,11,11,28.16,7.1087,86.977,1070,1.82e+05,2.17e+05,2.69e+05,1.25e+05,1.06e+05,1.58e+05,87200,1.04e+05,68600,8450,33400,0,8120,16000,0,0,0,0,0,2790,0,0,0,0,0,0,400,363
427,40289,11,11,29.16,7.0743,87.294,1073.6,1.09e+05,4.14e+05,2.86e+05,1.95e+05,88200,1.23e+05,52100,34500,51200,16800,24900,0,0,0,0,0,0,0,0,2780,0,1300,0,0,0,0,0,0
427,40290,11,11,30.16,7.0738,87.305,1075.5,1.63e+05,2.34e+05,1.97e+05,1.6e+05,88200,52500,86900,34500,17100,8420,16600,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0
427,40292,11,11,32.16,7.0215,87.207,1081.5,2.18e+05,2.53e+05,2.51e+05,1.24e+05,2.12e+05,1.23e+05,52200,69100,17100,16900,8320,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0
427,40295,11,11,35.16,6.9277,86.55,1092.1,2.01e+05,3.64e+05,2.17e+05,2.33e+05,1.24e+05,88300,1.4e+05,69600,51700,17000,25100,8270,0,0,0,0,0,0,0,0,0,1310,0,0,0,0,0,0
427,40297,11,11,37.16,6.8684,86.426,1096.9,73400,2.18e+05,2.35e+05,89700,1.07e+05,1.06e+05,1.05e+05,34900,43100,0,16800,0,0,0,0,0,0,0,2890,0,0,0,1250,0,0,0,0,0
427,40299,11,11,39.16,6.8561,86.446,1095.5,3.48e+05,3.46e+05,2.17e+05,1.61e+05,1.6e+05,1.94e+05,1.05e+05,52300,43100,17000,0,0,8170,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0
427,40306,11,11,46.16,6.9575,86.457,1084,2.2e+05,3.82e+05,1.81e+05,1.61e+05,1.96e+05,1.77e+05,35100,52300,1.03e+05,25500,8390,0,0,0,0,0,0,0,0,0,0,0,0,0,1130,0,0,0
427,40314,11,11,54.16,6.7269,86.912,1093.9,5.84e+05,4.16e+05,2.7e+05,3.39e+05,1.77e+05,1.05e+05,87300,52000,17200,8460,8340,8230,8120,0,0,0,0,0,0,2800,0,0,1240,0,1130,0,0,0
427,40323,11,12,3.16,6.7789,86.707,1090.6,4.75e+05,6.17e+05,4.5e+05,2.68e+05,1.42e+05,70500,1.4e+05,1.04e+05,51600,0,0,0,0,8040,7930,0,3060,0,0,0,0,1310,0,0,0,0,0,0
427,40328,11,12,8.16,6.8415,86.332,1093.5,2.94e+05,4.74e+05,3.8e+05,3.95e+05,1.43e+05,1.59e+05,1.23e+05,1.4e+05,34500,0,8400,0,0,0,0,0,0,0,2900,0,0,0,0,0,0,1080,0,0
427,40334,11,12,14.16,6.8355,86.469,1093.8,4.4e+05,4.73e+05,4.33e+05,3.94e+05,2.14e+05,1.94e+05,1.23e+05,1.92e+05,34500,8500,0,0,0,0,7950,7850,0,0,0,0,2730,0,1250,0,0,0,0,0
427,40335,11,12,15.16,6.858,86.39,1093.3,3.12e+05,4.19e+05,4.7e+05,4.67e+05,3.39e+05,1.42e+05,87800,1.05e+05,51800,17000,0,0,0,0,0,0,0,0,0,0,0,1310,0,0,0,0,0,0
427,40336,11,12,16.16,6.8519,86.683,1093.5,2.93e+05,5.44e+05,3.6e+05,4.29e+05,2.49e+05,1.76e+05,1.75e+05,1.56e+05,60200,0,0,0,0,0,0,0,0,0,0,0,0,0,1240,0,0,0,0,0
427,40340,11,12,20.16,6.7937,86.694,1092.1,6.22e+05,1.07e+06,7.21e+05,3.04e+05,3.02e+05,1.94e+05,1.93e+05,1.22e+05,51600,8480,0,0,0,0,0,0,0,2970,0,2800,0,0,1240,0,0,0,0,0
427,40364,11,12,44.16,6.831,86.925,1090.8,7.48e+05,9.23e+05,3.05e+05,1.96e+05,88500,87900,1.05e+05,52000,8580,16900,16700,8230,0,0,0,0,0,0,0,0,0,0,1240,0,0,0,0,0
427,40368,11,12,48.16,6.9203,86.499,1090.1,7.88e+05,9.09e+05,2.53e+05,1.25e+05,71200,1.24e+05,17500,69700,0,0,8380,0,0,0,0,0,0,0,0,2810,0,0,0,0,0,0,0,365
427,40374,11,12,54.16,6.9702,86.592,1089.7,7.87e+05,1.04e+06,2.52e+05,17900,1.42e+05,1.06e+05,52600,34800,8610,8490,0,0,0,0,0,0,0,0,0,0,0,0,0,1180,0,0,0,0
427,40397,11,13,17.16,6.9214,87.16,1089.7,4.36e+05,3.07e+05,71700,88900,70600,52600,34800,34600,0,8430,0,0,0,0,0,0,0,0,2870,0,0,0,1240,0,0,0,0,0
427,40413,11,13,33.16,7.0616,87.593,1089.7,4.52e+05,1.98e+05,1.25e+05,1.24e+05,17600,52300,34600,34400,8510,8390,8280,0,0,0,0,0,0,0,2860,0,0,1300,0,0,0,0,0,0
427,40476,11,14,36.16,6.9449,87.691,1088,72300,89700,53400,70700,1.05e+05,1.05e+05,1.56e+05,51500,0,0,0,0,0,0,0,0,0,2940,0,0,0,0,1230,0,0,0,0,0
427,40559,11,15,59.16,6.9034,83.349,1081.9,95100,3.4e+05,2.62e+05,3.35e+05,2.95e+05,2.57e+05,4.19e+05,1.27e+05,44700,26500,8700,0,0,8360,0,0,0,0,3000,0,0,0,0,1230,0,0,0,0
427,40560,11,16,0.16,6.9105,83.268,1082.4,57100,1.7e+05,3.38e+05,3.35e+05,2.77e+05,3.67e+05,4.19e+05,1.63e+05,26900,26500,0,0,0,0,0,0,0,0,3000,0,0,0,0,2460,0,0,0,0
427,40561,11,16,1.16,6.9209,83.164,1083,1.14e+05,1.7e+05,2.82e+05,3.36e+05,1.48e+05,3.12e+05,1.64e+05,1.27e+05,44800,17700,0,0,17000,0,0,0,0,0,0,0,0,1360,0,0,0,0,0,0
427,40580,11,16,20.16,6.6529,83.605,1079.7,75800,2.45e+05,1.87e+05,2.41e+05,2.76e+05,1.46e+05,1.45e+05,1.08e+05,26700,17600,0,0,8440,0,0,0,0,0,0,0,0,1360,0,0,0,0,0,0
427,40592,11,16,32.16,7.2083,86.449,1006.4,91700,36400,1.63e+05,4.3e+05,3.74e+05,5.3e+05,3.69e+05,87100,77600,34000,0,8280,0,0,0,0,0,0,0,2810,0,0,1250,0,0,0,0,0
427,40593,11,16,33.16,7.2586,86.353,998.86,1.1e+05,1.64e+05,1.81e+05,7e+05,6.77e+05,3.54e+05,2.46e+05,1.05e+05,60400,25500,16800,0,0,8070,0,0,0,0,0,0,5470,1310,0,0,0,0,0,0
427,40595,11,16,35.16,7.2784,87.203,986.81,1.27e+05,54100,1.79e+05,88900,4.94e+05,4.38e+05,2.96e+05,1.38e+05,51300,25300,24900,0,0,7990,7890,0,0,0,0,0,2710,0,1240,0,0,0,0,0
427,40597,11,16,37.16,7.3219,87.439,973.66,2.72e+05,2.52e+05,3.75e+05,4.43e+05,2.99e+05,1.4e+05,2.43e+05,68900,34100,25200,0,0,0,0,7870,0,0,0,0,0,0,0,0,0,0,0,398,361
427,40601,11,16,41.16,7.5726,87.365,948.6,1.63e+05,2.34e+05,2.68e+05,4.97e+05,4.76e+05,4.2e+05,2.08e+05,1.55e+05,51200,25200,0,0,0,0,15700,0,0,2950,0,0,0,1300,0,0,0,0,0,0
427,40604,11,16,44.16,7.5347,88.287,930.52,2.69e+05,89100,1.06e+05,3.16e+05,3.31e+05,3.12e+05,2.41e+05,1.02e+05,1.27e+05,50000,0,8100,8000,0,0,0,0,0,0,0,0,1290,0,0,0,0,0,0
427,40607,11,16,47.16,7.4557,87.323,911.29,2.72e+05,3.24e+05,2.5e+05,5.5e+05,4.23e+05,1.58e+05,1.39e+05,86300,93900,25300,8300,8190,0,0,7880,0,0,0,2860,0,0,1300,0,0,1120,0,0,0
427,40608,11,16,48.16,7.4328,87.331,905.28,2e+05,1.62e+05,1.97e+05,5.15e+05,5.11e+05,2.45e+05,1.04e+05,2.24e+05,68300,50500,24900,16400,0,0,0,0,0,0,0,0,0,0,1230,0,0,0,0,0
427,40611,11,16,51.16,7.5149,86.677,886.54,1.28e+05,3.09e+05,1.98e+05,5.72e+05,3.2e+05,2.47e+05,2.8e+05,52100,60200,17000,8370,0,0,0,0,0,0,0,0,0,0,1310,0,0,0,0,0,364
427,40614,11,16,54.16,7.6259,86.148,864.84,3.68e+05,2.56e+05,4.71e+05,5.94e+05,5.54e+05,2.84e+05,2.11e+05,1.05e+05,1.04e+05,8530,16800,0,16400,8090,0,0,0,2990,2900,0,0,1320,0,0,0,0,0,0
427,40625,11,17,5.16,7.7532,82.001,815.78,1.35e+05,3.07e+05,6.09e+05,5.29e+05,2.25e+05,2.98e+05,1.67e+05,18400,63600,53800,26500,17500,0,17000,0,0,3240,0,0,0,0,1380,0,0,0,0,0,0
427,40627,11,17,7.16,7.7076,81.141,812.63,3.32e+05,2.71e+05,5.77e+05,3.25e+05,3.04e+05,1.88e+05,1.68e+05,74300,9190,27200,8940,8820,0,8590,0,8370,0,0,0,0,0,0,1330,0,0,0,0,0
427,40632,11,17,12.16,7.6381,78.745,809.99,3.42e+05,4.6e+05,4.96e+05,5.12e+05,4.5e+05,1.75e+05,2.12e+05,38300,47300,28000,27600,0,0,0,0,0,0,0,0,0,0,0,1370,0,0,0,0,0
427,40634,11,17,14.16,7.581,78.31,809.56,2.23e+05,3.62e+05,4.39e+05,4.16e+05,4.52e+05,1.76e+05,1.74e+05,1.35e+05,57100,0,27800,0,9020,0,0,8670,0,0,3190,0,0,0,1380,0,0,0,0,0
427,40638,11,17,18.16,7.5284,76.69,807.47,82700,2.87e+05,5.29e+05,3.64e+05,3.21e+05,3.19e+05,59400,98200,38900,28800,9460,9330,9210,9090,0,0,0,0,0,0,0,1480,0,0,0,0,0,0
427,40640,11,17,20.16,7.5768,76.894,805.18,2.47e+05,3.48e+05,3.45e+05,3.43e+05,4.4e+05,2.98e+05,59200,1.18e+05,48500,19100,18900,0,0,0,0,0,0,0,0,0,3070,1480,0,0,0,0,0,0
